kaynak_satir,kaynak_kayit,A1,A2,A3,A4,A5,C1,C2,C3,C4,C5
1,61617,0.288776704596186,-0.6679336533721274,-1.2076751592033728,-0.2569713166048166,-0.33350668590475985,-1.9971074700387186,-0.9861913755929481,-0.991804964200342,-0.9401676586151565,-0.3689645645587796
2,61618,0.288776704596186,-0.6679336533721274,0.27516649197038834,-1.5688775119030895,0.4367349458276613,0.43451710645193864,-0.22090686813282032,-0.21595753252749378,-0.20471392566620336,-0.3689645645587796
3,61620,-1.7608335646108886,-0.6679336533721274,0.27516649197038834,-0.2569713166048166,-0.33350668590475985,-0.3760244190449471,0.5443776393273075,-0.21595753252749378,0.5307398072827497,-0.9968516305623166
4,61621,-1.0776301415418639,-0.6679336533721274,1.016587317557269,0.39898178104431986,0.4367349458276613,-0.3760244190449471,-0.22090686813282032,-0.991804964200342,-1.6756213915641096,-0.9968516305623166
5,61622,0.288776704596186,-1.5677887141651323,-1.2076751592033728,-0.2569713166048166,0.4367349458276613,-0.3760244190449471,-0.22090686813282032,0.5598898991453545,-0.20471392566620336,0.8868095674482944
6,61623,-2.4440369876799135,1.1317764682138824,0.27516649197038834,1.0549348786934565,0.4367349458276613,1.2450586319488244,1.3096621467874354,1.3357373308182028,1.2661935402317028,0.2589225014447574
7,61624,0.288776704596186,0.23192140742087755,0.27516649197038834,-0.9129244142539531,0.4367349458276613,0.43451710645193864,-0.22090686813282032,-0.21595753252749378,0.5307398072827497,0.2589225014447574
8,61629,-1.0776301415418639,-1.5677887141651323,-2.690516810377134,0.39898178104431986,-2.6442315811020234,-1.1865659445418328,-1.751475883053076,-0.21595753252749378,0.5307398072827497,-0.3689645645587796
9,61630,-1.0776301415418639,-1.5677887141651323,1.016587317557269,-0.9129244142539531,-1.103748317637181,1.2450586319488244,1.3096621467874354,-0.991804964200342,-0.9401676586151565,-0.9968516305623166
10,61633,0.288776704596186,0.23192140742087755,1.016587317557269,1.0549348786934565,0.4367349458276613,1.2450586319488244,0.5443776393273075,1.3357373308182028,0.5307398072827497,1.5146966334518315
11,61634,-1.0776301415418639,-0.6679336533721274,0.27516649197038834,1.0549348786934565,0.4367349458276613,-0.3760244190449471,-0.9861913755929481,0.5598898991453545,-0.20471392566620336,0.8868095674482944
12,61636,0.288776704596186,0.23192140742087755,0.27516649197038834,0.39898178104431986,0.4367349458276613,0.43451710645193864,-0.22090686813282032,0.5598898991453545,-0.9401676586151565,-0.9968516305623166
13,61637,-1.7608335646108886,0.23192140742087755,0.27516649197038834,1.0549348786934565,-0.33350668590475985,0.43451710645193864,-0.22090686813282032,-0.991804964200342,0.5307398072827497,0.8868095674482944
14,61639,-1.7608335646108886,0.23192140742087755,0.27516649197038834,1.0549348786934565,1.2069765775600825,-0.3760244190449471,-0.22090686813282032,-0.21595753252749378,0.5307398072827497,1.5146966334518315
15,61640,-1.0776301415418639,0.23192140742087755,-1.9490959847902534,-1.5688775119030895,-2.6442315811020234,0.43451710645193864,0.5443776393273075,0.5598898991453545,0.5307398072827497,0.8868095674482944
16,61643,-1.0776301415418639,-1.5677887141651323,1.016587317557269,1.0549348786934565,-1.103748317637181,0.43451710645193864,0.5443776393273075,0.5598898991453545,-0.20471392566620336,-0.9968516305623166
17,61650,-1.0776301415418639,1.1317764682138824,1.016587317557269,-1.5688775119030895,0.4367349458276613,-0.3760244190449471,-0.22090686813282032,-0.21595753252749378,-0.9401676586151565,-0.3689645645587796
18,61651,-1.7608335646108886,0.23192140742087755,0.27516649197038834,-0.2569713166048166,0.4367349458276613,0.43451710645193864,0.5443776393273075,0.5598898991453545,-0.9401676586151565,0.2589225014447574
19,61653,-1.0776301415418639,-0.6679336533721274,0.27516649197038834,-0.2569713166048166,-1.103748317637181,0.43451710645193864,-0.22090686813282032,0.5598898991453545,-0.9401676586151565,-1.6247386965658537
20,61654,-1.0776301415418639,-0.6679336533721274,1.016587317557269,0.39898178104431986,0.4367349458276613,-2.807648995535604,-2.516760390513204,-2.5434998275460385,-1.6756213915641096,-1.6247386965658537
21,61656,-1.7608335646108886,-0.6679336533721274,-1.9490959847902534,-2.224830609552226,-1.8739899493696022,-0.3760244190449471,1.3096621467874354,0.5598898991453545,-1.6756213915641096,-0.3689645645587796
22,61659,0.9719801276652108,1.1317764682138824,1.016587317557269,-2.224830609552226,0.4367349458276613,0.43451710645193864,-0.22090686813282032,-0.21595753252749378,0.5307398072827497,0.2589225014447574
23,61661,0.9719801276652108,0.23192140742087755,1.016587317557269,0.39898178104431986,1.2069765775600825,-0.3760244190449471,-0.9861913755929481,-1.7676523958731902,-0.9401676586151565,-0.9968516305623166
24,61664,0.288776704596186,1.1317764682138824,0.27516649197038834,1.0549348786934565,0.4367349458276613,-1.1865659445418328,0.5443776393273075,1.3357373308182028,-0.20471392566620336,-1.6247386965658537
25,61667,-1.0776301415418639,0.23192140742087755,0.27516649197038834,1.0549348786934565,0.4367349458276613,0.43451710645193864,0.5443776393273075,-0.21595753252749378,1.2661935402317028,1.5146966334518315
26,61668,0.9719801276652108,1.1317764682138824,1.016587317557269,-2.224830609552226,1.2069765775600825,0.43451710645193864,-1.751475883053076,0.5598898991453545,1.2661935402317028,1.5146966334518315
27,61669,0.288776704596186,-0.6679336533721274,-0.46625433361649227,-0.2569713166048166,-1.103748317637181,1.2450586319488244,0.5443776393273075,1.3357373308182028,1.2661935402317028,1.5146966334518315
28,61670,0.288776704596186,0.23192140742087755,1.016587317557269,1.0549348786934565,1.2069765775600825,-0.3760244190449471,0.5443776393273075,-0.21595753252749378,-0.20471392566620336,-0.3689645645587796
29,61672,0.288776704596186,0.23192140742087755,-2.690516810377134,-0.9129244142539531,0.4367349458276613,0.43451710645193864,-0.22090686813282032,0.5598898991453545,0.5307398072827497,-0.9968516305623166
30,61673,-1.0776301415418639,0.23192140742087755,1.016587317557269,0.39898178104431986,0.4367349458276613,0.43451710645193864,0.5443776393273075,-0.991804964200342,-1.6756213915641096,-0.3689645645587796
31,61678,0.9719801276652108,1.1317764682138824,0.27516649197038834,1.0549348786934565,-1.103748317637181,0.43451710645193864,0.5443776393273075,0.5598898991453545,-0.9401676586151565,0.2589225014447574
32,61679,0.288776704596186,0.23192140742087755,1.016587317557269,1.0549348786934565,1.2069765775600825,0.43451710645193864,0.5443776393273075,0.5598898991453545,0.5307398072827497,-0.3689645645587796
33,61682,0.9719801276652108,0.23192140742087755,1.016587317557269,0.39898178104431986,-0.33350668590475985,-2.807648995535604,0.5443776393273075,1.3357373308182028,-0.9401676586151565,-1.6247386965658537
34,61683,0.288776704596186,-0.6679336533721274,0.27516649197038834,1.0549348786934565,0.4367349458276613,-0.3760244190449471,1.3096621467874354,-0.21595753252749378,0.5307398072827497,-0.3689645645587796
35,61684,-1.0776301415418639,-0.6679336533721274,-0.46625433361649227,-0.2569713166048166,-0.33350668590475985,-0.3760244190449471,-0.9861913755929481,-0.991804964200342,-0.20471392566620336,-0.3689645645587796
36,61685,-1.7608335646108886,-1.5677887141651323,0.27516649197038834,-0.2569713166048166,-1.8739899493696022,-1.9971074700387186,-1.751475883053076,-0.21595753252749378,-0.20471392566620336,-0.3689645645587796
