,A1,A2,A3,A4,A5,C1,C2,C3,C4,C5
A1,0.0,0.19891060395664706,-0.0295679428893651,-0.21947993934048465,0.18478726315041524,-0.04958210909208644,0.08810154265922726,-0.0605285478350033,0.02277055338251246,0.12749994376917798
A2,0.19891060395664714,0.0,0.1957783925028553,0.043257559369433575,0.19235347410194284,0.10899948457523757,0.029649895022088233,0.13187529133181858,0.1884054497048182,-0.11748163759003151
A3,-0.02956794288936519,0.19577839250285545,0.0,0.12166774350203068,0.4907590552432099,0.050201219745907105,0.1326273438711125,-0.06193337092745138,-0.15761970261780472,0.11182766259129026
A4,-0.21947993934048465,0.04325755936943358,0.12166774350203075,0.0,0.15508746710131696,-0.05420482047120261,0.13402152786758506,0.0024998430167585267,-0.009072907136185686,0.10471455095130386
A5,0.18478726315041533,0.19235347410194284,0.49075905524320973,0.15508746710131704,0.0,-0.02551674378743468,-0.20503440613964566,0.009284799467686162,0.16073064427413974,-0.0021430325541097156
C1,-0.04958210909208642,0.10899948457523752,0.050201219745907154,-0.05420482047120261,-0.025516743787434706,0.0,0.2973009757946421,0.13524750421522158,0.10675459250284586,0.19963052138061133
C2,0.0881015426592273,0.029649895022088226,0.1326273438711125,0.1340215278675851,-0.20503440613964574,0.29730097579464204,0.0,0.34753046469052723,0.055799919409006374,0.02137447696079055
C3,-0.060528547835003305,0.13187529133181852,-0.061933370927451395,0.0024998430167585354,0.009284799467686204,0.13524750421522153,0.3475304646905272,0.0,0.20975390785201561,0.0009608583232219285
C4,0.022770553382512458,0.1884054497048182,-0.1576197026178046,-0.009072907136185684,0.1607306442741397,0.10675459250284583,0.055799919409006346,0.20975390785201567,0.0,0.27674835164365325
C5,0.127499943769178,-0.11748163759003155,0.1118276625912902,0.10471455095130383,-0.0021430325541096844,0.19963052138061144,0.021374476960790534,0.0009608583232218502,0.27674835164365336,0.0
