,A1,A2,A3,A4,A5,C1,C2,C3,C4,C5
A1,0.0,0.10292007030957004,-0.04542622916540809,-0.19878274674191995,0.016602311889757748,-0.02995534172544133,0.001126856187589037,-0.03985272698452357,0.036612512101485056,0.057112636174075304
A2,0.10292007030957001,0.0,0.01597183242736805,-0.026409142115492112,-0.02655000475054864,-0.0034476345151662757,-0.017741373713143382,0.032239707793998706,0.043575389076659365,-0.1013923721047846
A3,-0.04542622916540809,0.015971832427368104,0.0,0.08661032556704171,0.0010213121910686018,0.024280033561030923,0.059137515800740184,-0.02617535906035283,-0.10634339022953732,0.014491499266857583
A4,-0.19878274674191995,-0.026409142115492112,0.08661032556704168,-1.1102230246251565e-16,0.015864805638014123,-0.03052947976338831,0.06435010532227571,-0.0006119406506448488,-0.03619056545733303,0.044913224337376975
A5,0.016602311889757693,-0.02655000475054864,0.0010213121910683798,0.01586480563801415,0.0,-0.0022472876595061447,-0.029147840896251595,0.02529432467925033,0.029145332270881175,-0.015089775311432824
C1,-0.02995534172544133,-0.0034476345151662757,0.02428003356103095,-0.03052947976338831,-0.0022472876595061586,0.0,0.02929759479956745,-0.035047637550398136,-0.022700164967716874,0.05332370378100315
C2,0.001126856187589037,-0.017741373713143382,0.0591375158007402,0.06435010532227571,-0.0291478408962516,0.029297594799567395,0.0,0.04701354586046297,-0.0772199733944322,-0.04677552965723197
C3,-0.03985272698452357,0.032239707793998706,-0.02617535906035283,-0.0006119406506448488,0.025294324679250337,-0.03504763755039819,0.04701354586046291,0.0,0.027944778946983773,-0.068737926729499
C4,0.036612512101485084,0.043575389076659365,-0.10634339022953729,-0.03619056545733303,0.029145332270881175,-0.022700164967716874,-0.0772199733944322,0.027944778946983773,0.0,0.11796212186141031
C5,0.05711263617407533,-0.10139237210478458,0.014491499266857527,0.044913224337376975,-0.015089775311432851,0.05332370378100315,-0.04677552965723197,-0.06873792672949902,0.11796212186141036,0.0
